name	lig_cov	poc_cov	lig_name	4A_crit	volume	hull	surface	lid	depth	surf/vol	lid/hull	ellVol	ell c/a	ell b/a	siteAtms	accept	donor	aromat	hydrophobicity	metal	Cs	Ns	Os	Ss	Xs	negAA	posAA	polarAA	apolarAA	sumAA	ALA	ARG	ASN	ASP	CSO	CYS	GLN	GLU	GLY	HIS	ILE	LEU	LYS	MET	PHE	PRO	SER	THR	TRP	TYR	VAL	A	C	G	U	I	N	DA	DC	DG	DT	DN	UNK	simpleScore	drugScore
3udh_clean_P_2	0	0	non	0	325.632	383.68	275.84	107.84	12.7812	0.338836	0.281068	374.812	0.162893	0.423976	63	10	14	8	0.666667	0	39	11	10	3	0	2	2	7	6	17	0	1	1	1	0	2	0	1	0	0	0	0	1	2	1	0	1	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0.191106	0.155674
3udh_clean_P_3	0	0	non	0	243.456	411.52	409.12	2.4	13.3026	0.672187	0.00583204	719.243	0.14649	0.703819	94	11	7	9	0.819149	0	77	6	11	0	0	1	1	5	20	27	1	1	0	0	0	0	0	1	0	0	8	4	0	0	3	1	1	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0.583785	0.117879
3udh_clean_P_4	0	0	non	0	232.448	300	258.24	41.76	14.1534	0.444383	0.1392	188.538	0.184822	0.259353	71	11	15	10	0.690141	0	48	12	11	0	0	1	1	7	10	19	3	1	1	1	0	0	0	0	2	0	2	1	0	0	1	1	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0.199298	0.257873
3udh_clean_P_5	0	0	non	0	187.904	288.96	248.8	40.16	13.2303	0.529632	0.138981	221.164	0.152332	0.22446	70	11	14	4	0.657143	0	46	13	11	0	0	2	3	6	4	15	0	2	2	1	0	1	0	1	1	0	2	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0651994	0.310121
3udh_clean_P_6	0	0	non	0	187.776	318.72	318.56	0.16	12.6744	0.678596	0.000502008	285.21	0.136777	0.160409	80	7	6	12	0.8375	0	65	7	7	1	0	0	0	5	17	22	0	0	0	0	0	0	0	0	2	0	3	4	0	2	3	1	1	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0.579438	0.155427
3udh_clean_P_7	0	0	non	0	171.072	222.24	179.04	43.2	8.56037	0.418631	0.194384	83.7694	0.355061	0.536461	46	8	7	0	0.673913	0	28	7	8	3	0	2	0	6	5	13	0	0	1	1	0	1	1	1	2	0	1	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0824465	0.240067
3udh_clean_P_8	0	0	non	0	140.608	191.36	145.6	45.76	8.89044	0.414201	0.23913	57.6386	0.354374	0.451463	45	8	10	7	0.622222	0	28	9	8	0	0	2	2	3	3	10	0	1	2	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221103
3udh_clean_P_9	0	0	non	0	121.984	194.88	194.56	0.32	9.60833	0.637985	0.00164204	77.1482	0.230851	0.498581	60	11	9	4	0.683333	0	40	9	11	0	0	1	0	4	9	14	3	0	2	0	0	0	0	1	0	0	1	2	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0838806	0.132257
3udh_clean_P_10	0	0	non	0	112.192	163.36	145.12	18.24	8.97998	0.517399	0.111655	34.0756	0.31282	0.443584	42	6	7	5	0.714286	0	29	7	6	0	0	1	1	4	6	12	2	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134818	0.32857
3udh_clean_P_11	0	0	non	0	111.232	144.64	99.04	45.6	9.21738	0.356157	0.315265	30.6666	0.482811	0.641684	35	7	5	6	0.685714	0	23	4	7	1	0	3	0	2	2	7	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0191329	0.0113491
3udh_clean_P_12	0	0	non	0	109.888	142.24	76.64	65.6	8.56037	0.278975	0.461192	29.8231	0.398253	0.520461	22	5	5	5	0.545455	0	12	5	5	0	0	3	3	0	2	8	2	1	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0187395
3udh_clean_P_13	0	0	non	0	103.36	150.56	128.48	22.08	8.81816	0.497214	0.146652	29.3469	0.323225	0.594913	45	7	8	9	0.688889	0	31	7	7	0	0	1	2	2	3	8	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0472432	0.142039
3udh_clean_P_14	0	0	non	0	102.72	172	166.4	5.6	9.1913	0.647975	0.0325581	45.2226	0.215784	0.465486	58	9	9	13	0.706897	0	41	8	9	0	0	1	1	4	5	11	0	0	2	0	0	0	0	1	1	1	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115835	0.206033
3udh_clean_P_15	0	0	non	0	101.056	140.16	90.56	49.6	7.61052	0.358455	0.353881	27.4152	0.495004	0.802961	24	4	5	0	0.666667	0	16	4	4	0	0	1	1	4	1	7	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31679e-06
